time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,la_name,new_la_code,cla_group,move_measure,school_stability,children_count,children_percent
2025,Reporting year,Local authority,E92000001,England,E12000002,North West,877,Warrington,E06000007,CLA 2 years on 31 March,Any moves,Total children,190,100
2025,Reporting year,Local authority,E92000001,England,E12000002,North West,877,Warrington,E06000007,CLA 2 years on 31 March,Any moves,With one or more moves during the previous 2 years,38,20
2025,Reporting year,Local authority,E92000001,England,E12000002,North West,877,Warrington,E06000007,CLA 2 years on 31 March,Mid-year moves,Total children,190,100
2025,Reporting year,Local authority,E92000001,England,E12000002,North West,877,Warrington,E06000007,CLA 2 years on 31 March,Mid-year moves,With one or more mid-year moves during the previous 2 years,27,14
2025,Reporting year,Local authority,E92000001,England,E12000002,North West,877,Warrington,E06000007,CLA on 31 March,Any moves,Total children,205,100
2025,Reporting year,Local authority,E92000001,England,E12000002,North West,877,Warrington,E06000007,CLA on 31 March,Any moves,With one or more moves during the year,24,12
2025,Reporting year,Local authority,E92000001,England,E12000002,North West,877,Warrington,E06000007,CLA on 31 March,Mid-year moves,Total children,205,100
2025,Reporting year,Local authority,E92000001,England,E12000002,North West,877,Warrington,E06000007,CLA on 31 March,Mid-year moves,With one or more mid-year moves during the year,17,8
2025,Reporting year,Local authority,E92000001,England,E12000002,North West,889,Blackburn with Darwen,E06000008,CLA 2 years on 31 March,Any moves,Total children,189,100
2025,Reporting year,Local authority,E92000001,England,E12000002,North West,889,Blackburn with Darwen,E06000008,CLA 2 years on 31 March,Any moves,With one or more moves during the previous 2 years,35,19
2025,Reporting year,Local authority,E92000001,England,E12000002,North West,889,Blackburn with Darwen,E06000008,CLA 2 years on 31 March,Mid-year moves,Total children,189,100
2025,Reporting year,Local authority,E92000001,England,E12000002,North West,889,Blackburn with Darwen,E06000008,CLA 2 years on 31 March,Mid-year moves,With one or more mid-year moves during the previous 2 years,23,12
2025,Reporting year,Local authority,E92000001,England,E12000002,North West,889,Blackburn with Darwen,E06000008,CLA on 31 March,Any moves,Total children,260,100
2025,Reporting year,Local authority,E92000001,England,E12000002,North West,889,Blackburn with Darwen,E06000008,CLA on 31 March,Any moves,With one or more moves during the year,32,12
2025,Reporting year,Local authority,E92000001,England,E12000002,North West,889,Blackburn with Darwen,E06000008,CLA on 31 March,Mid-year moves,Total children,260,100
2025,Reporting year,Local authority,E92000001,England,E12000002,North West,889,Blackburn with Darwen,E06000008,CLA on 31 March,Mid-year moves,With one or more mid-year moves during the year,21,8
2025,Reporting year,Local authority,E92000001,England,E12000002,North West,890,Blackpool,E06000009,CLA 2 years on 31 March,Any moves,Total children,296,100
2025,Reporting year,Local authority,E92000001,England,E12000002,North West,890,Blackpool,E06000009,CLA 2 years on 31 March,Any moves,With one or more moves during the previous 2 years,60,20
2025,Reporting year,Local authority,E92000001,England,E12000002,North West,890,Blackpool,E06000009,CLA 2 years on 31 March,Mid-year moves,Total children,296,100
2025,Reporting year,Local authority,E92000001,England,E12000002,North West,890,Blackpool,E06000009,CLA 2 years on 31 March,Mid-year moves,With one or more mid-year moves during the previous 2 years,44,15
2025,Reporting year,Local authority,E92000001,England,E12000002,North West,890,Blackpool,E06000009,CLA on 31 March,Any moves,Total children,334,100
2025,Reporting year,Local authority,E92000001,England,E12000002,North West,890,Blackpool,E06000009,CLA on 31 March,Any moves,With one or more moves during the year,45,13
2025,Reporting year,Local authority,E92000001,England,E12000002,North West,890,Blackpool,E06000009,CLA on 31 March,Mid-year moves,Total children,334,100
2025,Reporting year,Local authority,E92000001,England,E12000002,North West,890,Blackpool,E06000009,CLA on 31 March,Mid-year moves,With one or more mid-year moves during the year,26,8
2025,Reporting year,Local authority,E92000001,England,E12000002,North West,895,Cheshire East,E06000049,CLA 2 years on 31 March,Any moves,Total children,264,100
2025,Reporting year,Local authority,E92000001,England,E12000002,North West,895,Cheshire East,E06000049,CLA 2 years on 31 March,Any moves,With one or more moves during the previous 2 years,45,17
2025,Reporting year,Local authority,E92000001,England,E12000002,North West,895,Cheshire East,E06000049,CLA 2 years on 31 March,Mid-year moves,Total children,264,100
2025,Reporting year,Local authority,E92000001,England,E12000002,North West,895,Cheshire East,E06000049,CLA 2 years on 31 March,Mid-year moves,With one or more mid-year moves during the previous 2 years,33,13
2025,Reporting year,Local authority,E92000001,England,E12000002,North West,895,Cheshire East,E06000049,CLA on 31 March,Any moves,Total children,349,100
2025,Reporting year,Local authority,E92000001,England,E12000002,North West,895,Cheshire East,E06000049,CLA on 31 March,Any moves,With one or more moves during the year,32,9
2025,Reporting year,Local authority,E92000001,England,E12000002,North West,895,Cheshire East,E06000049,CLA on 31 March,Mid-year moves,Total children,349,100
2025,Reporting year,Local authority,E92000001,England,E12000002,North West,895,Cheshire East,E06000049,CLA on 31 March,Mid-year moves,With one or more mid-year moves during the year,23,7
2025,Reporting year,Local authority,E92000001,England,E12000002,North West,896,Cheshire West and Chester,E06000050,CLA 2 years on 31 March,Any moves,Total children,344,100
2025,Reporting year,Local authority,E92000001,England,E12000002,North West,896,Cheshire West and Chester,E06000050,CLA 2 years on 31 March,Any moves,With one or more moves during the previous 2 years,42,12
2025,Reporting year,Local authority,E92000001,England,E12000002,North West,896,Cheshire West and Chester,E06000050,CLA 2 years on 31 March,Mid-year moves,Total children,344,100
2025,Reporting year,Local authority,E92000001,England,E12000002,North West,896,Cheshire West and Chester,E06000050,CLA 2 years on 31 March,Mid-year moves,With one or more mid-year moves during the previous 2 years,34,10
2025,Reporting year,Local authority,E92000001,England,E12000002,North West,896,Cheshire West and Chester,E06000050,CLA on 31 March,Any moves,Total children,383,100
2025,Reporting year,Local authority,E92000001,England,E12000002,North West,896,Cheshire West and Chester,E06000050,CLA on 31 March,Any moves,With one or more moves during the year,31,8
2025,Reporting year,Local authority,E92000001,England,E12000002,North West,896,Cheshire West and Chester,E06000050,CLA on 31 March,Mid-year moves,Total children,383,100
2025,Reporting year,Local authority,E92000001,England,E12000002,North West,896,Cheshire West and Chester,E06000050,CLA on 31 March,Mid-year moves,With one or more mid-year moves during the year,22,6
2025,Reporting year,Local authority,E92000001,England,E12000002,North West,942,Cumberland,E06000063,CLA 2 years on 31 March,Any moves,Total children,232,100
2025,Reporting year,Local authority,E92000001,England,E12000002,North West,942,Cumberland,E06000063,CLA 2 years on 31 March,Any moves,With one or more moves during the previous 2 years,73,31
2025,Reporting year,Local authority,E92000001,England,E12000002,North West,942,Cumberland,E06000063,CLA 2 years on 31 March,Mid-year moves,Total children,232,100
2025,Reporting year,Local authority,E92000001,England,E12000002,North West,942,Cumberland,E06000063,CLA 2 years on 31 March,Mid-year moves,With one or more mid-year moves during the previous 2 years,55,24
2025,Reporting year,Local authority,E92000001,England,E12000002,North West,942,Cumberland,E06000063,CLA on 31 March,Any moves,Total children,289,100
2025,Reporting year,Local authority,E92000001,England,E12000002,North West,942,Cumberland,E06000063,CLA on 31 March,Any moves,With one or more moves during the year,49,17
2025,Reporting year,Local authority,E92000001,England,E12000002,North West,942,Cumberland,E06000063,CLA on 31 March,Mid-year moves,Total children,289,100
2025,Reporting year,Local authority,E92000001,England,E12000002,North West,942,Cumberland,E06000063,CLA on 31 March,Mid-year moves,With one or more mid-year moves during the year,40,14
2025,Reporting year,Local authority,E92000001,England,E12000002,North West,943,Westmorland and Furness,E06000064,CLA 2 years on 31 March,Any moves,Total children,132,100
2025,Reporting year,Local authority,E92000001,England,E12000002,North West,943,Westmorland and Furness,E06000064,CLA 2 years on 31 March,Any moves,With one or more moves during the previous 2 years,24,18
2025,Reporting year,Local authority,E92000001,England,E12000002,North West,943,Westmorland and Furness,E06000064,CLA 2 years on 31 March,Mid-year moves,Total children,132,100
2025,Reporting year,Local authority,E92000001,England,E12000002,North West,943,Westmorland and Furness,E06000064,CLA 2 years on 31 March,Mid-year moves,With one or more mid-year moves during the previous 2 years,14,11
2025,Reporting year,Local authority,E92000001,England,E12000002,North West,943,Westmorland and Furness,E06000064,CLA on 31 March,Any moves,Total children,158,100
2025,Reporting year,Local authority,E92000001,England,E12000002,North West,943,Westmorland and Furness,E06000064,CLA on 31 March,Any moves,With one or more moves during the year,16,10
2025,Reporting year,Local authority,E92000001,England,E12000002,North West,943,Westmorland and Furness,E06000064,CLA on 31 March,Mid-year moves,Total children,158,100
2025,Reporting year,Local authority,E92000001,England,E12000002,North West,943,Westmorland and Furness,E06000064,CLA on 31 March,Mid-year moves,With one or more mid-year moves during the year,11,7
2025,Reporting year,Local authority,E92000001,England,E12000002,North West,350,Bolton,E08000001,CLA 2 years on 31 March,Any moves,Total children,330,100
2025,Reporting year,Local authority,E92000001,England,E12000002,North West,350,Bolton,E08000001,CLA 2 years on 31 March,Any moves,With one or more moves during the previous 2 years,59,18
2025,Reporting year,Local authority,E92000001,England,E12000002,North West,350,Bolton,E08000001,CLA 2 years on 31 March,Mid-year moves,Total children,330,100
2025,Reporting year,Local authority,E92000001,England,E12000002,North West,350,Bolton,E08000001,CLA 2 years on 31 March,Mid-year moves,With one or more mid-year moves during the previous 2 years,38,12
2025,Reporting year,Local authority,E92000001,England,E12000002,North West,350,Bolton,E08000001,CLA on 31 March,Any moves,Total children,393,100
2025,Reporting year,Local authority,E92000001,England,E12000002,North West,350,Bolton,E08000001,CLA on 31 March,Any moves,With one or more moves during the year,33,8
2025,Reporting year,Local authority,E92000001,England,E12000002,North West,350,Bolton,E08000001,CLA on 31 March,Mid-year moves,Total children,393,100
2025,Reporting year,Local authority,E92000001,England,E12000002,North West,350,Bolton,E08000001,CLA on 31 March,Mid-year moves,With one or more mid-year moves during the year,16,4
2025,Reporting year,Local authority,E92000001,England,E12000002,North West,351,Bury,E08000002,CLA 2 years on 31 March,Any moves,Total children,200,100
2025,Reporting year,Local authority,E92000001,England,E12000002,North West,351,Bury,E08000002,CLA 2 years on 31 March,Any moves,With one or more moves during the previous 2 years,22,11
2025,Reporting year,Local authority,E92000001,England,E12000002,North West,351,Bury,E08000002,CLA 2 years on 31 March,Mid-year moves,Total children,200,100
2025,Reporting year,Local authority,E92000001,England,E12000002,North West,351,Bury,E08000002,CLA 2 years on 31 March,Mid-year moves,With one or more mid-year moves during the previous 2 years,17,9
2025,Reporting year,Local authority,E92000001,England,E12000002,North West,351,Bury,E08000002,CLA on 31 March,Any moves,Total children,235,100
2025,Reporting year,Local authority,E92000001,England,E12000002,North West,351,Bury,E08000002,CLA on 31 March,Any moves,With one or more moves during the year,18,8
2025,Reporting year,Local authority,E92000001,England,E12000002,North West,351,Bury,E08000002,CLA on 31 March,Mid-year moves,Total children,235,100
2025,Reporting year,Local authority,E92000001,England,E12000002,North West,351,Bury,E08000002,CLA on 31 March,Mid-year moves,With one or more mid-year moves during the year,12,5
2025,Reporting year,Local authority,E92000001,England,E12000002,North West,352,Manchester,E08000003,CLA 2 years on 31 March,Any moves,Total children,685,100
2025,Reporting year,Local authority,E92000001,England,E12000002,North West,352,Manchester,E08000003,CLA 2 years on 31 March,Any moves,With one or more moves during the previous 2 years,132,19
